001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
69271119,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3051 .E10 1985 v. 1,\4$a808,"1\$aEasterling, Patricia Elizabeth.","10$aThe Cambridge History of Classical Literature: Volume 1, Greek Literature.",,,"\\$aThe Cambridge History of Classical Literature: Volume 1, Greek Literature",,,,\\$aYour library,00448     2200145 i 4500
69271147,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aNA 310 .B88 1961,\4$a722.7,"1\$aBrown, F.E.",10$aRoman Architecture.,,,\\$aRoman Architecture by F.E. Brown (1961),,,,\\$aYour library,00335     2200145 i 4500
69271166,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aNA 310 .B67 1960,\4$a722.7,"1\$aBoethius, Axel.",10$aThe Golden House of Nero: Some Aspects of Roman Architecture.,"\1$bUniv of Michigan Pr, Ann Arbor,$c1960.",,\\$aThe Golden House of Nero: Some Aspects of Roman Architecture by Axel Boethius (1960),,,,\\$aYour library,00481     2200157 i 4500
69271178,MePoLT,20250518141122.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3052 .N38 1966,\4$a880.9,"1\$aNorth, Helen.",10$aSophrosyne: Self-Knowledge and Self-Restraint in Greek Literature.,,,\\$aSophrosyne: Self-Knowledge and Self-Restraint in Greek Literature by Helen North (1966),,,,\\$aYour library,00433     2200145 i 4500
69271205,MePoLT,20250518141122.0,\\$a3851192303,\\$aMePoLT$cMePoLT$erda,\4$aBL 715 .H94 1969,\4$a292.1,"1\$aHunger, Herbert.","10$aLexikon der griechischen und romischen Mythologie: Mit Hinweisen auf das Fortwirken antiker Stoffe und Motive in der bildenden Kunst, Literatur und Musik ... bis zur Gegenwart (German Edition).","\1$aHollinek (1988), Edition$b 8., erw. Aufl, Hardcover, 557 pages,$c1988.",\\$a557  p.,"\\$aLexikon der griechischen und romischen Mythologie: Mit Hinweisen auf das Fortwirken antiker Stoffe und Motive in der bildenden Kunst, Literatur und Musik ... bis zur Gegenwart (German Edition) by Herbert Hunger (1988)",,,,\\$aYour library,00830     2200181 i 4500
69271206,MePoLT,20250518141122.0,\\$a8772889489,\\$aMePoLT$cMePoLT$erda,\4$aDE 86 .I43 2002,\4$a930,"1\$aHojte, Jakob Munk.",10$aImages of Ancestors (Aarhus Studies in Mediterranean Antiquity).,"\1$bAarhus University Press,$c2002.",\\$a308  p.,\\$aImages of Ancestors (Aarhus Studies in Mediterranean Antiquity) by Jakob Munk Hojte (2002),,,,\\$aYour library,00534     2200181 i 4500
69271207,MePoLT,20250518141122.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .E6 S85 1892,\4$a185,"1\$aStewart, John Alexander.","10$aNotes on the Nicomachean ethics of Aristotle, vol. 1.",,,"\\$aNotes on the Nicomachean ethics of Aristotle, vol. 1 by John Alexander Stewart (1892)",,\\$a2 vols,,\\$aYour library,00453     2200157 i 4500
69271221,MePoLT,20250518141122.0,\\$a9004074651,\\$aMePoLT$cMePoLT$erda,\4$aPA 4009 .O7 V472 1985,\4$a881/.01,"1\$aVerdenius, Willem J.","10$aA commentary on Hesiod Works and days, vv 1 - 382.",,\\$aX; 190  p.,"\\$aA commentary on Hesiod Works and days, vv 1 - 382 by Willem J. Verdenius (1985)",,,,\\$aYour library,00476     2200169 i 4500
69271226,MePoLT,20250518141122.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2087 .M27,\4$a475,"1\$aMadvig, Iohan Nikolai.",10$aA Latin grammar for the use of schools.,,,\\$aA Latin grammar for the use of schools by Iohan Nikolai Madvig (1849),,,,\\$aYour library,00390     2200145 i 4500
69271235,MePoLT,20250518141122.0,\\$a087817267X,\\$aMePoLT$cMePoLT$erda,\4$aNA 280 .T78 1971,\4$a913.38,"1\$aTravlos, John.",10$aPictorial Dictionary of Ancient Athens.,"\1$bHacker Art Books,$c1980.",\\$a606  p.,\\$aPictorial Dictionary of Ancient Athens by John Travlos (1980),,,,\\$aYour library,00473     2200181 i 4500
69271262,MePoLT,20250518141122.0,\\$a0198140053,\\$aMePoLT$cMePoLT$erda,\4$aPA 4009 .O7 W80 1978,\4$a881.01,1\$aHesiod.,10$aWorks and Days (Oxford University Press academic monograph reprints).,,\\$a414  p.,\\$aWorks and Days (Oxford University Press academic monograph reprints) by Hesiod (1978),,\\$amissing,,\\$aYour library,00507     2200181 i 4500
69271272,MePoLT,20250518141122.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3052 .P88 1929,\4$a880.9,"1\$aPowell, Jonathan U.; Barber, Eric Arthur.","10$aNew Chapters in the History of Greek Literature. Second Series. Some recent discoveries in Greek poetry and prose, chiefly of the fourth century B.C. and later times..",,,"\\$aNew Chapters in the History of Greek Literature. Second Series. Some recent discoveries in Greek poetry and prose, chiefly of the fourth century B.C. and later times. by Jonathan U.; Barber Powell, Eric Arthur (1929)",,,,\\$aYour library,00691     2200145 i 4500
69271286,MePoLT,20250518141122.0,\\$a0520069668,\\$aMePoLT$cMePoLT$erda,\4$aDG 124 .M331 1981,\4$a937.06,"1\$aMacCormack, Sabine G.",10$aArt and Ceremony in Late Antiquity.,"\1$aBerkeley/Los Angeles/London$b University of California Press, 1981.",\\$a450  p.,\\$aArt and Ceremony in Late Antiquity by Sabine G. MacCormack (1981),,,,\\$aYour library,00524     2200181 i 4500
69271296,MePoLT,20250518141122.0,,\\$aMePoLT$cMePoLT$erda,\4$aNA 280 .C7 1986,\4$a938.5,"1\$aCamp, John M.","10$aThe Athenian Agora - Excavations In The Heart Of Classical Athens, with 200 illustrations, 11 in color.","\1$bThames & Hudson, Ltd.,$c1986.",,"\\$aThe Athenian Agora - Excavations In The Heart Of Classical Athens, with 200 illustrations, 11 in color by John M. Camp (1986)",,,,\\$aYour library,00552     2200157 i 4500
69271315,MePoLT,20250518141122.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3052 .R796 1956,\4$a880.9,"1\$aRose, Herbert.",10$aA Handbook of Greek Literature: From Homer to the Age of Lucian.,,,\\$aA Handbook of Greek Literature: From Homer to the Age of Lucian by Herbert Rose (1956),,,,\\$aYour library,00432     2200145 i 4500
69271327,MePoLT,20250518141122.0,\\$a3598776853,\\$aMePoLT$cMePoLT$erda,\4$aNA 277 .W45 2001,\4$a880.9,"1\$aWeiler, Gabriele.",10$aDomos theiou basileos : Herrschaftsformen und Herrschaftsarchitektur in den Siedlungen der Dark Ages.,"\1$aMu&#776;nchen $b K.G. Saur, 2001.",\\$a175  p.,\\$aDomos theiou basileos : Herrschaftsformen und Herrschaftsarchitektur in den Siedlungen der Dark Ages by Gabriele Weiler (2001),,,,\\$aYour library,00607     2200181 i 4500
69271343,MePoLT,20250518141122.0,\\$a0745627927,\\$aMePoLT$cMePoLT$erda,\4$aPA 3052 .W48 2004,\4$a880.9001,"1\$aWhitmarsh, Tim.",10$aAncient Greek Literature (PCHL-Polity Cultural History of Literature).,,\\$a296  p.,\\$aAncient Greek Literature (PCHL-Polity Cultural History of Literature) by Tim Whitmarsh (2004),,,,\\$aYour library,00499     2200169 i 4500
69271354,MePoLT,20250518141124.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .A2 1908,,1\$aMenander.,10$aMenandri Quator Fabularum Fragmenta.,\1$aLeiden: A. W. Sijthoff$b 1908,,\\$aMenandri Quator Fabularum Fragmenta by Menander (1908),,,,\\$aYour library,00389     2200145 i 4500
69271362,MePoLT,20250518141124.0,\\$a052131268X,\\$aMePoLT$cMePoLT$erda,\4$aDG 124 .P53 1984,\4$a939.2,"1\$aPrice, S. R. F.",10$aRituals and Power: The Roman Imperial Cult in Asia Minor.,"\1$aCambridge, UK/ London/New York/New Rochelle/Melbourne/Sydney$b Cambridge University Press, 1984.",\\$a320  p.,\\$aRituals and Power: The Roman Imperial Cult in Asia Minor by S. R. F. Price (1984),,,,\\$aYour library,00583     2200181 i 4500
69271371,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .A2 1870 v.1,,1\$aEuripides.,"10$aEuripidis Tragoediae, vol. 1.",,,"\\$aEuripidis Tragoediae, vol. 1 by Euripides (1870)",,\\$a3 vols,,\\$aYour library,00358     2200145 i 4500
69271384,MePoLT,20250518141125.0,\\$a3598777043,\\$aMePoLT$cMePoLT$erda,\4$aNA 2515 .W8 2001,\4$a711.40945632,"1\$aWulfram, Hartmut.",10$aLiterarische Vitruvrezeption in Leon Battista Albertis De re aedificatoria.,"\1$aM&uuml;nchen $b Saur, 2001.",\\$a441  p.,\\$aLiterarische Vitruvrezeption in Leon Battista Albertis De re aedificatoria by Hartmut Wulfram (2001),,,,\\$aYour library,00560     2200181 i 4500
69271393,MePoLT,20250518141125.0,\\$a0434990329,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3947 .A2 1914 v.1,\4$a937,1\$aCassius Dio.,10$aDio's Roman History: v. 1 (Loeb Classical Library).,"\1$aWilliam Heinemann Ltd, Edition$b New Issue, Hardcover, 479 pages",\\$a479  p.,\\$aDio's Roman History: v. 1 (Loeb Classical Library) by Cassius Dio (?),,\\$aLoeb,,\\$aYour library,00558     2200193 i 4500
69271411,MePoLT,20250518141125.0,\\$a2252017465,\\$aMePoLT$cMePoLT$erda,\4$aPA 2111 .M10 1975,\4$a471/.5,"1\$aManiet, Albert.",10$aLa phone&#769;tique historique du latin dans le cadre des langues indo-europe&#769;ennes.,,\\$a212  p.,\\$aLa phone&#769;tique historique du latin dans le cadre des langues indo-europe&#769;ennes by Albert Maniet (1975),,,,\\$aYour library,00519     2200169 i 4500
69271421,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aNA 2510 .H24 1881 v. 2.5,,"1\$aDurm, Josef.",10$aHandbuch der Architektur vol .2.5: Die Baukunst der Renaissance in Italien.,"\1$aLeipzig $b Gebhardt, 1914",\\$aX; 1014  p.,\\$aHandbuch der Architektur vol .2.5: Die Baukunst der Renaissance in Italien by Josef Durm (1914),,,,\\$aYour library,00504     2200157 i 4500
69271439,MePoLT,20250518141125.0,\\$a3533022196,\\$aMePoLT$cMePoLT$erda,\4$aPA 2113 .P35 1977,\4$a475,"1\$aSommer, Ferdinand.",10$aHandbuch der lateinischen Laut- und Formenlehre: eine Einf&uuml;hrung in das Sprachwissenschaftliche Studium des Lateins.,,,\\$aHandbuch der lateinischen Laut- und Formenlehre: eine Einf&uuml;hrung in das Sprachwissenschaftliche Studium des Lateins by Ferdinand Sommer (1977),,,,\\$aYour library,00570     2200157 i 4500
69271453,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 125 .F8 1899,\4$a394.2,"1\$aFowler, W. Warde.",10$aRoman Festivals of the Period of the Republic.,"\1$aLondon$b Macmillan Company, 1899.",,\\$aRoman Festivals of the Period of the Republic by W. Warde Fowler (1899),,,,\\$aYour library,00449     2200157 i 4500
69271460,MePoLT,20250518141125.0,\\$a0415086205,\\$aMePoLT$cMePoLT$erda,\4$aPA 3057 .D512 1994,\4$a880.9,"1\$aDihle, Albrecht.",10$aA History of Greek Literature: From Homer to the Hellenistic Period.,,\\$a344  p.,\\$aA History of Greek Literature: From Homer to the Hellenistic Period by Albrecht Dihle (1994),,,,\\$aYour library,00495     2200169 i 4500
69271465,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .A2 1921,,1\$aMenander.,10$aMenandri fabularum reliquiae.,\1$aLeiden: A. W. Sijthoff$b 1921,,\\$aMenandri fabularum reliquiae by Menander (1921),,,,\\$aYour library,00375     2200145 i 4500
69271498,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3947 .A2 1914 v.3,\4$a937,1\$aCassius Dio.,10$aDio's Roman History. III (Books XXXVI-XL).,"\1$bHarvard University Press (Loeb Classical Library), Cambridge, Ma.,$c1969.",,\\$aDio's Roman History. III (Books XXXVI-XL) by Dio (translated by E. Cary) (1969),,\\$aLoeb,,\\$aYour library,00517     2200169 i 4500
69271503,MePoLT,20250518141125.0,\\$a0415063671,\\$aMePoLT$cMePoLT$erda,\4$aPA 3057 .D513 1994,\4$a880.9,"1\$aDihle, Albrecht.",10$aGreek and Latin Literature of the Roman Empire: From Augustus to Justinian.,,\\$a656  p.,\\$aGreek and Latin Literature of the Roman Empire: From Augustus to Justinian by Albrecht Dihle (1994),,,,\\$aYour library,00509     2200169 i 4500
69271523,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P5 E49 1967,\4$a888.01,1\$aAristotle.,10$aAristotle's poetics: the argument.,,\\$axvi; 670  p.,\\$aAristotle's poetics : the argument by Gerald F. Else (1967),,,,\\$aYour library,00403     2200157 i 4500
69271537,MePoLT,20250518141125.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2115 .N5 1997,,"1\$aNiedermann, Max.",10$aPre&#769;cis de phone&#769;tique historique du latin.,,\\$a208  p.,\\$aPre&#769;cis de phone&#769;tique historique du latin by Max Niedermann (1997),,,,\\$aYour library,00398     2200145 i 4500
69271549,MePoLT,20250518141125.0,\\$a1108015484,\\$aMePoLT$cMePoLT$erda,\4$aBL 781 .F235,\4$a180,"1\$aFarnell, Lewis Richard.",10$aThe Cults of the Greek States 5 Volume Paperback Set (Cambridge Library Collection - Classics).,"\1$aCambridge University Press (2010), Edition$b Reissue, Paperback, 2503 pages,$c2010.",\\$a2503  p.,\\$aThe Cults of the Greek States 5 Volume Paperback Set (Cambridge Library Collection - Classics) by Lewis Richard Farnell (2010),,\\$a5 vols,,\\$aYour library,00679     2200193 i 4500
69271556,MePoLT,20250518141125.0,\\$a071561519X,\\$aMePoLT$cMePoLT$erda,\4$aN 8217 .E6 K551 1993,\4$a738.38209385,"1\$aKilmer, Martin F.",10$aGreek Erotica on Attic Red-Figure Vases.,"\1$bDuckworth Publishing,$c1993.",\\$a368  p.,\\$aGreek Erotica on Attic Red-Figure Vases by Martin F. Kilmer (1993),,,,\\$aYour library,00496     2200181 i 4500
69271562,MePoLT,20250518141126.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 86 .B67 2002,\4$a938.08,"1\$aBosworth, A. B.","10$aThe Legacy of Alexander : Politics, Warfare and Propaganda under the Successors.","\1$bOxford University Press, USA,$c2002.",,"\\$aThe Legacy of Alexander : Politics, Warfare and Propaganda under the Successors by A. B. Bosworth (2002)",,,,\\$aYour library,00518     2200157 i 4500
69271565,MePoLT,20250518141126.0,\\$a0801414024,\\$aMePoLT$cMePoLT$erda,\4$aDG 125 .S43 1981,\4$a394.26937,"1\$aScullard, H. H.",10$aFestivals and Ceremonies of the Roman Republic.,"\1$aIthaca/New York$b Cornell University Press, 1981.",\\$a288  p.,\\$aFestivals and Ceremonies of the Roman Republic by H. H. Scullard (1981),,,,\\$aYour library,00520     2200181 i 4500
69271617,MePoLT,20250518141131.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .M6 1958 vol.1,\4$a110,1\$aAristotle.,"10$aAristotle's metaphysics, vol. 1.",,,\\$aAristotle's metaphysics by Arist&oacute;teles (1958),,\\$a2 vols,,\\$aYour library,00381     2200157 i 4500
69271625,MePoLT,20250518141131.0,\\$a2251001239,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .A2 1923 v.1,\4$a888,1\$aEuripides.,"10$aEuripide, vol. 1.",,,"\\$aEuripide, vol. 1 by Euripides (1923)",,\\$a5 vols,,\\$aYour library,00381     2200169 i 4500
69271654,MePoLT,20250518141131.0,\\$a0674990919,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3947 .A2 1914 v.5,\4$a937,1\$aCassius Dio.,"10$aRoman History, Volume V: Books 46-50 (Loeb Classical Library).","\1$bLoeb Classical Library,$c1917.",\\$a544  p.,"\\$aRoman History, Volume V: Books 46-50 (Loeb Classical Library) by Cassius Dio (1917)",,\\$aLoeb,,\\$aYour library,00549     2200193 i 4500
69271656,MePoLT,20250518141131.0,\\$a9004043810,\\$aMePoLT$cMePoLT$erda,\4$aPA 4012 .Z8 1976,\4$a930,"1\$aMinton, William W.",10$aConcordance to the Hesiodic Corpus (Asian Studies).,"\1$aLeiden$b Brill, 1997",\\$a313  p.,\\$aConcordance to the Hesiodic Corpus (Asian Studies) by William W. Minton (1997),,,,\\$aYour library,00499     2200181 i 4500
69271688,MePoLT,20250518141132.0,\\$a0231071337,\\$aMePoLT$cMePoLT$erda,\4$aDG 13 .L4 1990 V.2,\4$a937,"1\$aLewis, Naphtali.","10$aRoman Civilization: Selected Readings, Vol. 2, The Empire.","\1$aNew York$b Columbia University Press, 1990.",\\$a674  p.,"\\$aRoman Civilization: Selected Readings, Vol. 2, The Empire by Naphtali Lewis (1990)",,,,\\$aYour library,00533     2200181 i 4500
69271701,MePoLT,20250518141132.0,\\$a0812210344,\\$aMePoLT$cMePoLT$erda,\4$aBL 781 .N5 1961,\4$a292.08,"1\$aNilsson, Martin P.",10$aGreek Folk Religion.,"\1$bUniversity of Pennsylvania Press,$c1972.",\\$a184  p.,\\$aGreek Folk Religion by Martin P. Nilsson (1972),,,,\\$aYour library,00459     2200181 i 4500
69271729,MePoLT,20250518141132.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2117 .A4 1965,\4$a471.52,"1\$aAllen, W. Sidney.",10$aVox Latina.,,\\$a111  p.,\\$aVox Latina by W. Sidney Allen (1965),,,,\\$aYour library,00355     2200157 i 4500
69271738,MePoLT,20250518141132.0,\\$a0674991931,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3947 .A2 1914 v.7,\4$a937,1\$aCassius Dio.,"10$aDio Cassius: Roman History, Volume VII, Books 56-60 (Loeb Classical Library No. 175).","\1$bLoeb Classical Library,$c1924.",\\$a464  p.,"\\$aDio Cassius: Roman History, Volume VII, Books 56-60 (Loeb Classical Library No. 175) by Cassius Dio (1924)",,\\$aLoeb,,\\$aYour library,00595     2200193 i 4500
69271751,MePoLT,20250518141132.0,\\$a0198720858,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .M6 A5 1976,\4$a110,1\$aAristotle.,10$aAristotle's Metaphysics: Books M and N.,,\\$a227  p.,\\$aAristotle's Metaphysics : Books M and N by Aristotle. (1976),,,,\\$aYour library,00427     2200169 i 4500
69271753,MePoLT,20250518141132.0,\\$a3-598-71242-1,\\$aMePoLT$cMePoLT$erda,\4$aPA 3934 .A72 2002 v.2,\4$a930,1\$aArrian.,10$aArrianus: Vol. 2: Scripta minora et fragmenta (Bibliotheca scriptorum Graecorum et Romanorum Teubneriana).,,\\$a417  p.,\\$aArrianus: Vol. 2: Scripta minora et fragmenta (Bibliotheca scriptorum Graecorum et Romanorum Teubneriana) by Arrian (2002),,,,\\$aYour library,00558     2200169 i 4500
69271771,MePoLT,20250518141132.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 16 .H768 1900,,"1\$aHomo, L&eacute;on.",10$aLexique de Topographie Romaine..,"\1$aParis$b C. Klincksieck, 1900.",,\\$aLexique de Topographie Romaine. by L&Eacute;ON. HOMO (1900),,,,\\$aYour library,00387     2200145 i 4500
69271776,MePoLT,20250518141132.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2137 .E20 1954,,"1\$aErnout, Alfred.",10$aAspects du vocabulaire latin.,,\\$a238  p.,\\$aAspects du vocabulaire latin by Alfred Ernout (1945),,,,\\$aYour library,00365     2200145 i 4500
69271795,MePoLT,20250518141132.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .A5 1954,\4$a882.01,1\$aEuripides.,10$aAlcestis.,,,\\$aAlcestis by Euripides (1954),,,,\\$aYour library,00314     2200145 i 4500
69271812,MePoLT,20250518141132.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .A3 1910,\4$a882.01,1\$aMenander.,10$aFour Plays of Menander.,"\1$aBosotn$b Ginn and Company, 1910",,\\$aFour Plays of Menander by Menander (1910),,,,\\$aYour library,00388     2200157 i 4500
69271818,MePoLT,20250518141132.0,\\$a3598778252,\\$aMePoLT$cMePoLT$erda,\4$aB 113 .M84 2004,\4$a180,"1\$aMueller-Goldingen, Christian.",10$aDas Kleine und das Grosse: Essays zur antiken Kultur und Geistesgeschichte [BzA 213].,,\\$a162  p.,\\$aDas Kleine und das Grosse: Essays zur antiken Kultur und Geistesgeschichte [BzA 213] by Christian Mueller-Goldingen (2004),,,,\\$aYour library,00550     2200169 i 4500
69271827,MePoLT,20250518141132.0,\\$a0198147406,\\$aMePoLT$cMePoLT$erda,\4$aBL 782 .F69 2000,\4$a888.010808015,"1\$aFowler, Robert L.",10$aEarly Greek Mythography: Volume 1: Text and Introduction (Vol 1).,"\1$bOxford University Press, USA,$c2001.",\\$a512  p.,\\$aEarly Greek Mythography: Volume 1: Text and Introduction (Vol 1) by Robert L. Fowler (2001),,,,\\$aYour library,00551     2200181 i 4500
69271845,MePoLT,20250518141132.0,\\$a9783110209167,\\$aMePoLT$cMePoLT$erda,\4$aDF 14 .U66 2009,\4$a938,"1\$aUngern-Sternberg, J&uuml;rgen von.",10$aGriechische Studien.,,,\\$aGriechische Studien by J&uuml;rgen von Ungern-Sternberg (2009),,,,\\$aYour library,00401     2200157 i 4500
69271862,MePoLT,20250518141132.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 190 .S3 S17,\4$a937.7,"1\$aSalmon, E.T.",10$aSamnium and the Samnites.,"\1$aCambridge, UK$b Cambridge University Press, 1967.",,\\$aSamnium and the Samnites by E.T. Salmon (1967),,,,\\$aYour library,00413     2200157 i 4500
69271864,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3975 .A5 G1 1980,\4$a882.01,1\$aEuripides.,10$aAlcestis.,,\\$axix; 46  p.,\\$aAlcestis by Euripides (1980),,,,\\$aYour library,00345     2200157 i 4500
69271879,MePoLT,20250518141133.0,\\$a3598778333,\\$aMePoLT$cMePoLT$erda,\4$aB 168 .B35 2005,\4$a180,"1\$aBaltes, Matthias.",10$aEpinoemata: Kleine Schriften zur antiken Philosophie und homerischen Dichtung (BZA 221).,"\1$bK.G. Saur (An Impint of Walter de Gruyter),$c2005.",\\$a329  p.,\\$aEpinoemata: Kleine Schriften zur antiken Philosophie und homerischen Dichtung (BZA 221) by Matthias Baltes (2005),,,,\\$aYour library,00599     2200181 i 4500
69271906,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3975 .A5 D20 1961,\4$a882.01,1\$aEuripides.,10$aAlcestis.,,\\$axl; 130  p.,\\$aAlcestis by Euripides (1961),,,,\\$aYour library,00346     2200157 i 4500
69271913,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3965 .D2 1932 v.1,\4$a180,1\$aDio Chrysostom.,10$aDio Chrysostom I: Discourses I - XI (Loeb Classical Library).,"\1$bHarvard Univ. Press, Wm. Heinemann Ltd,$c1932.",,\\$aDio Chrysostom I: Discourses I - XI (Loeb Classical Library) by Dio Chrysostom (1932),,\\$aLoeb,,\\$aYour library,00518     2200169 i 4500
69271928,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3081 .C853 E3 1931,\4$a881.01093232,"1\$aCouat, Auguste.","10$aAlexandrian poetry under the first three Ptolemies, 324-222 B.C.",,,"\\$aAlexandrian poetry under the first three Ptolemies, 324-222 B.C by Auguste Couat (1931)",,,,\\$aYour library,00444     2200145 i 4500
69271929,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3935 .A3 1871,,1\$aArrian.,10$aArrian's Anabasis.,,,\\$aArrian's Anabasis: 1. Heft 2. Heft by K. Arrian. Abicht (1871),,,,\\$aYour library,00331     2200133 i 4500
69271938,MePoLT,20250518141133.0,\\$a019814377X,\\$aMePoLT$cMePoLT$erda,\4$aB 171 .D63 1985,\4$a180,"1\$aDodds, E. R.",10$aThe Ancient Concept of Progress and Other Essays on Greek Literature and Belief.,"\1$bOxford University Press, USA,$c1986.",\\$a226  p.,\\$aThe Ancient Concept of Progress and Other Essays on Greek Literature and Belief by E. R. Dodds (1986),,,,\\$aYour library,00560     2200181 i 4500
69271946,MePoLT,20250518141133.0,\\$a0198147376,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .A2 1990,\4$a809,1\$aMenander.,10$aReliquiae Selectae.,"\1$aOxford$b Clarendon Press, 1990",\\$a376  p.,\\$aReliquiae Selectae by Menander (1990),,,,\\$aYour library,00427     2200181 i 4500
69271962,MePoLT,20250518141133.0,\\$a9783110201260,\\$aMePoLT$cMePoLT$erda,\4$aNB 105 .A34 A7 2009,\4$a730.938,"1\$aGall, Dorothee.",10$aLaokoon in Literatur und Kunst.,,,\\$aLaokoon in Literatur und Kunst by Dorothee Gall (2009),,,,\\$aYour library,00401     2200157 i 4500
69271969,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 202 .D33 1954,,"1\$aDegrassi, Attilio.",10$aFasti Capitolini.,"\1$aAugusta Taurinorum [u.a.] $b Paravia, 1954",\\$a191  p.,\\$aFasti Capitolini by Attilio Degrassi (1954),,\\$amissing,,\\$aYour library,00429     2200169 i 4500
69271977,MePoLT,20250518141133.0,\\$a0198721188,\\$aMePoLT$cMePoLT$erda,\4$aPA 3973 .A6 S62 1971,\4$a658,1\$aEuripides.,10$aAndromache.,,\\$a264  p.,\\$aAndromache by Euripides (1984),,,,\\$aYour library,00370     2200169 i 4500
69271992,MePoLT,20250518141133.0,\\$a0198720696,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .P3 H7 1983,\4$a110,1\$aAristotle.,"10$aPhysics. Books 3, 4.",,\\$axlix; 226  p.,\\$aAristotle's Physics. Books 3 and 4 by Aristotle. (1983),,,,\\$aYour library,00409     2200169 i 4500
69272007,MePoLT,20250518141133.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4245 .D9 1958,\4$a882.01,1\$aMenander.,10$aPapyrus Bodmer IV: Menandre: Le Dyscolos.,"\1$aGeneva$b Bibliotheca Bodmeriana, 1958",,\\$aPapyrus Bodmer IV: Menandre: Le Dyscolos by Menander (1958),,,,\\$aYour library,00430     2200157 i 4500
69272013,MePoLT,20250518141135.0,\\$a0521047390,\\$aMePoLT$cMePoLT$erda,\4$aBL 783 .B848 2004,\4$a808,"1\$aBetegh, G&aacute;bor.","10$aThe Derveni Papyrus: Cosmology, Theology and Interpretation.","\1$aCambridge University Press (2007), Edition$b 1, Paperback, 456 pages,$c2007.",\\$a456  p.,"\\$aThe Derveni Papyrus: Cosmology, Theology and Interpretation by G&aacute;bor Betegh (2007)",,,,\\$aYour library,00567     2200181 i 4500
69272014,MePoLT,20250518141135.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2285 .B3 1910,\4$a475,"1\$aBennett, Charles E.","10$aSyntax of early Latin, vol. 1.",,,"\\$aSyntax of early Latin, vol. 1 by Charles E. Bennett (1910)",,\\$a2 vols,,\\$aYour library,00394     2200157 i 4500
69272032,MePoLT,20250518141135.0,,\\$aMePoLT$cMePoLT$erda,\4$aDF 30 .M97 1953,\4$a913.38,"1\$aMyres, Sir John Linton.",10$aGeographical history in Greek lands.,,\\$a381  p.,\\$aGeographical history in Greek lands by Sir John Linton Myres (1953),,,,\\$aYour library,00416     2200157 i 4500
