,001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
1760,73870357,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6785 .Z8 M15 1963 V.1,,"1\$aMcGlynn, Patrick.","10$aLexicon Terentianum: Volumen Primus, A-O.","\1$aLondon$b Blackie, 1963.",,"\\$aLexicon Terentianum: Volumen Primus, A-O by Patrick McGlynn (1963)",,,,\\$aYour library,00416     2200145 i 4500
1761,73870499,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6786 .T3A W90 1911,\4$a239,"1\$aTertullianus, Quintus Septimius Florens.",10$aL' apologetique de Tertullien: apologie du chistianisme ecrite en l'an 197 apres J.C..,"\1$aLouvain$b Imprimerie Ch. Peeters, 1911.",,\\$aL' apologetique de Tertullien: apologie du chistianisme ecrite en l'an 197 apres J.C. by Quintus Septimius Florens Tertullianus (1911),,,,\\$aYour library,00585     2200157 i 4500
1762,73870582,MePoLT,20250518141533.0,\\$a3519074516,\\$aMePoLT$cMePoLT$erda,\4$aPA 6786 .T3D F17 1990,\4$a270.2092,"1\$aTertullianus, Quintus Septimius Florens.","10$aTertullian, De exhortatione castitatis: Ermahnung zur Keuschheit.","\1$aStuttgart$b Teubner, 1990.",\\$a99  p.,"\\$aTertullian, De exhortatione castitatis: Ermahnung zur Keuschheit by Quintus Septimius Florens Tertullianus (1990)",,,,\\$aYour library,00585     2200181 i 4500
1763,73870627,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6787 .A2 1909,\4$a874.01,"1\$aTibullus, Albius.",10$aTibulle et les auteurs du Corpus tibullianum.,"\1$aParis$b Armand Colin, 1909.",\\$a3  p.,\\$aTibulle et les auteurs du Corpus tibullianum by Albius Tibullus (1909),,,,\\$aYour library,00465     2200169 i 4500
1764,73870780,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6787 .A2 1915,\4$a874.01,"1\$aTibullus, Albius.",10$aTibulli aliorumque carminum libri tres.,"\1$aOxford$b Clarendon Press, 1915.",,\\$aTibulli aliorumque carminum libri tres by Albius Tibullus (1915),,,,\\$aYour library,00435     2200157 i 4500
1765,73870851,MePoLT,20250518141533.0,\\$a0869802240,\\$aMePoLT$cMePoLT$erda,\4$aPA 6787 .A31 M22 1980,\4$a874/.01,"1\$aTibullus, Albius.",10$aTibullus I: A Commentary on the First Book of the Elegies of Albius Tibullus.,"\1$aBristol$b Bristol Classical Press, 1980.",\\$aix; 333  p.,\\$aTibullus I: A Commentary on the First Book of the Elegies of Albius Tibullus by Albius Tibullus (1980),,,,\\$aYour library,00581     2200181 i 4500
1766,73871009,MePoLT,20250518141533.0,\\$a0905205820,\\$aMePoLT$cMePoLT$erda,\4$aPA 6787 .A2 L18 1990,\4$a871.01,"1\$aTibullus, Albius.","10$aTibullus: Elegies: Introduction, Text, Translation and Notes.","\1$aLeeds$b Francis Cairns, 1990.",,"\\$aTibullus: Elegies: Introduction, Text, Translation and Notes by Albius Tibullus (1990)",,,,\\$aYour library,00508     2200169 i 4500
1767,73871050,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6787 .A2 S16 1913,,"1\$aTibullus, Albius.","10$aThe Elegies of Albius Tibullus: The Corpus Tibullianum edited with Introduction and Notes on Books I, II, and IV, 2-14.","\1$aNew York/Cincinnati/Chicago$b American Book Company, 1913.",\\$a542  p.,"\\$aThe Elegies of Albius Tibullus: The Corpus Tibullianum edited with Introduction and Notes on Books I, II, and IV, 2-14 by Albius Tibullus (1913)",,,,\\$aYour library,00627     2200157 i 4500
1768,73871604,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6789 .C3 1906,,"1\$aCartault, Augustin.","10$aA propos du Corpus Tibullianum, un si&egrave;cle de philologie latine classique.","\1$aParis$b F&eacute;lix Alcan, 1906.",\\$aviii; 569  p.,"\\$aA propos du Corpus Tibullianum, un si&egrave;cle de philologie latine classique by Augustin Cartault (1906)",,,,\\$aYour library,00512     2200157 i 4500
1769,73871749,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6791 .V4 1875,,"1\$aValerius Flaccus, Gaius.",10$aC. Valeri Flacci Setini Balbi Argonauticon Libri Octo.,"\1$aLeipzig$b Teubner, 1875.",,\\$aC. Valeri Flacci Setini Balbi Argonauticon Libri Octo by Gaius Valerius Flaccus (1875),,,,\\$aYour library,00449     2200145 i 4500
1770,73871801,MePoLT,20250518141533.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6791 .V4 1913,\4$a873.01,"1\$aValerius Flaccus, Gaius.",10$aC. Valerii Flacci Setini Balbi Argonauticon Libri Octo.,"\1$aStuttgard$b Teubner, 1913.",\\$alxxxiv; 218  p.,\\$aC. Valerii Flacci Setini Balbi Argonauticon Libri Octo by Gaius Valerius Flaccus (1913),,,,\\$aYour library,00508     2200169 i 4500
1771,73871889,MePoLT,20250518141533.0,\\$a3519018683,\\$aMePoLT$cMePoLT$erda,\4$aPA 6791 .V4 1980,\4$a873.01,"1\$aValerius Flaccus, Gaius.",10$aGai Valerii Flacci Setini Balbi Argonauticon Libros Octo.,"\1$aStuttgart$b Teubner, 1980.",,\\$aGai Valerii Flacci Setini Balbi Argonauticon Libros Octo by Gaius Valerius Flaccus (1980),,,,\\$aYour library,00507     2200169 i 4500
1772,73871939,MePoLT,20250518141534.0,\\$a361009009X,\\$aMePoLT$cMePoLT$erda,\4$aPA 6791 .V5 E6 1988,\4$a873/.01,"1\$aEigler, Ulrich.",10$aMonologische Redeformen bei Valerius Flaccus.,"\1$aFrankfurt am Main$b Athen&auml;um, 1988.",\\$aix; 147  p.,\\$aMonologische Redeformen bei Valerius Flaccus by Ulrich Eigler (1988),,,,\\$aYour library,00507     2200181 i 4500
1773,73871992,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6791 .V6 1854,\4$a937.02,1\$aValerius Maximus.,10$aFactorum et Dictorum Memorabilium libri novem cum incerti auctoris frgmento De Praenominibus.,"\1$aBerlin$b Georg Reimer, 1854.",\\$a3  p.,\\$aFactorum et Dictorum Memorabilium libri novem cum incerti auctoris frgmento De Praenominibus by Valerius Maximus (1854),,,,\\$aYour library,00563     2200169 i 4500
1774,73873796,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6791 .V8 1888,,1\$aJulius Valerius.,"10$aIuli Valeri Alexandri Polemi res gestae Alexandri Macedonis translatae ex Aesopo graeco; accedunt Collatio Alexandri cum Dindimo, rege Bragmanorum, per litteras facta, et Epistula Alexandri ad Aristotelem, magistruum suum, de itinere suo et de situ Indiae.","\1$aLeipzig$b Teubner, 1888.",\\$axxxi; 261  p.,"\\$aIuli Valeri Alexandri Polemi res gestae Alexandri Macedonis translatae ex Aesopo graeco; accedunt Collatio Alexandri cum Dindimo, rege Bragmanorum, per litteras facta, et Epistula Alexandri ad Aristotelem, magistruum suum, de itinere suo et de situ Indiae by Julius Valerius (1888)",,,,\\$aYour library,00868     2200157 i 4500
1775,73873888,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6792 .A4 1843,,"1\$aVarro, Marcus Terentius.",10$aL'economie rurale de Varron.,"\1$aPar&iacute;s$b C.L.F. Panckoucke, 1843.",\\$a406  p.,\\$aL'economie rurale de Varron by Marcus Terentius Varro (1843),,,,\\$aYour library,00430     2200157 i 4500
1776,73874069,MePoLT,20250518141534.0,\\$a3534116488,\\$aMePoLT$cMePoLT$erda,\4$aPA 6792 .A41 F8 1996 V.1,,"1\$aVarro, Marcus Terentius.",10$aGespr&auml;che &uuml;ber die Landwirtschaft: Buch 1.,"\1$aDarmstadt$b Wissenschaftliche Buchgesellschaft, 1996.",,\\$aGespr&auml;che &uuml;ber die Landwirtschaft: Buch 1 by Marcus Terentius Varro (1996),,,,\\$aYour library,00493     2200157 i 4500
1777,73874224,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6792 .A3 C5 1954,,"1\$aVarro, Marcus Terentius.","10$aVarron. 'De Lingua latina' : . Livre 5. Texte &eacute;tabli, traduit et annot&eacute; par Jean Collart.",,,"\\$aVarron. 'De Lingua latina' : . Livre 5. Texte &eacute;tabli, traduit et annot&eacute; par Jean Collart by Varron (1954)",,\\$amissing,,\\$aYour library,00493     2200145 i 4500
1778,73874488,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6798 .A2 1933,\4$a937,1\$aVelleius Paterculus.,10$aC. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt.,"\1$aLeipzig$b Teubner, 1938.",\\$axii; 176  p.,\\$aC. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt by Velleius Paterculus (1938),,,,\\$aYour library,00523     2200169 i 4500
1779,73874603,MePoLT,20250518141534.0,\\$a3322004511,\\$aMePoLT$cMePoLT$erda,\4$aPA 6798 .A2 1988,\4$a937,"1\$aVelleius, Paterculus.",10$aVellei Paterculi Historiarum ad M. Vinicium consulem libri duo.,"\1$aLeipzig$b Teubner, 1988.",\\$axv; 103  p.,\\$aVellei Paterculi Historiarum ad M. Vinicium consulem libri duo by Paterculus Velleius (1988),,,,\\$aYour library,00536     2200181 i 4500
1780,73874903,MePoLT,20250518141534.0,\\$a0198146531,\\$aMePoLT$cMePoLT$erda,\4$aPA 6801 .A2 1972 Copy 1,\4$a873.01,1\$aVirgil.,10$aP. Vergili Maronis Opera.,"\1$aOxford$b Clarendon Press, 1972.",\\$axvi; 452  p.,\\$aP. Vergili Maronis Opera by Virgil (1972),,,,\\$aYour library,00451     2200181 i 4500
1781,73875576,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6801 .A2 R4 1859 V.1,\4$aTX518,1\$aVirgil.,"10$aP. Vergili Maronis Opera: Vol. I, Bucolica et Georgica.","\1$aLeipzig$b Teubner, 1859.",,"\\$aP. Vergili Maronis Opera: Vol. I, Bucolica et Georgica by Virgil (1859)",,,,\\$aYour library,00447     2200157 i 4500
1782,73875641,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA6801.A2,\4$aTX530,"1\$aVergilius Maro, Publius.","10$aP. Vergili Maronis opera, cum prolegomenis et comm. critico ed. B.H. Kennedy.",,,"\\$aP. Vergili Maronis opera, cum prolegomenis et comm. critico ed. B.H. Kennedy by Publius Vergilius Maro (1876)",,,,\\$aYour library,00469     2200145 i 4500
1783,73875710,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6801 .A2 P7 1892,\4$a873.01,1\$aVirgil.,"10$aP. Vergili Maronis Opera: Virgil, with an Introduction and Notes: Vol. I, Text.","\1$aOxford$b Clarendon Press, 1892.",,"\\$aP. Vergili Maronis Opera: Virgil, with an Introduction and Notes: Vol. I, Text by Virgil (1892)",,,,\\$aYour library,00499     2200157 i 4500
1784,73875843,MePoLT,20250518141534.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6801 .A2 H47 1900 Copy 1,\4$a873.01,1\$aVirgil.,10$aP. Vergili Maronis Opera.,"\1$aOxford$b Clarendon Press, 1900.",\\$avii; 450  p.,\\$aP. Vergili Maronis Opera by Virgil (1900),,,,\\$aYour library,00428     2200169 i 4500
1785,73876208,MePoLT,20250518141534.0,\\$a0333118731,\\$aMePoLT$cMePoLT$erda,\4$aPA 6801 .A5 W5 1972 V.1,\4$a873/.01,1\$aVirgil.,10$aThe Aeneid of Virgi: Books 1-6.,"\1$aLondon$b Macmillan, 1972.",\\$axxxv; 524  p.,\\$aThe Aeneid of Virgi: Books 1-6 by Virgil (1972),,,,\\$aYour library,00459     2200181 i 4500
1786,73876499,MePoLT,20250518141534.0,\\$a0198720343,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B1 A2 1971,\4$a873.01,1\$aVirgil.,10$aP. Vergili Maronis Aeneidos Liber Primus.,"\1$aOxford$b Clarendon Press, 1971.",\\$a239  p.,\\$aP. Vergili Maronis Aeneidos Liber Primus by Virgil (1971),,,,\\$aYour library,00474     2200181 i 4500
1787,73876589,MePoLT,20250518141534.0,\\$a0198144296,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B3 W5 1962,\4$a808,1\$aVirgil.,10$aP. Vergili Maronis Aeneidos Liber Tertius.,"\1$aOxford$b Clarendon Press, 1962.",\\$a220  p.,\\$aP. Vergili Maronis Aeneidos Liber Tertius by Virgil (1962),,,,\\$aYour library,00473     2200181 i 4500
1788,73876618,MePoLT,20250518141535.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B5 W5 1960,\4$a873.1,1\$aVirgil.,10$aP. Vergili Maronis Aeneidos Liber Quintus.,"\1$aOxford$b Clarendon Press, 1960.",,\\$aP. Vergili Maronis Aeneidos Liber Quintus by Virgil (1960),,,,\\$aYour library,00424     2200157 i 4500
1789,73876663,MePoLT,20250518141535.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B6 F3 1948,,1\$aVirgil.,10$aVirgil: Aeneid VI.,"\1$aOxford$b Clarendon Press, 1948.",,\\$aVirgil: Aeneid VI by Virgil (1948),,,,\\$aYour library,00354     2200145 i 4500
1790,73876779,MePoLT,20250518141535.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B1 W 1869,,"1\$aWeidner, A.",10$aCommentar zu Vergil's Aeneis buch I und II.,"\1$aLeipzig$b Teubner, 1869.",\\$aviii; 488  p.,\\$aCommentar zu Vergil's Aeneis buch I und II by A. Weidner (1869),,,,\\$aYour library,00434     2200157 i 4500
1791,73876840,MePoLT,20250518141535.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B7 F6 1977,\4$a873.01,1\$aVirgil.,10$aP. Vergili Maronis Aeneidos Libri VII-VIII.,"\1$aOxford$b Clarendon Press, 1977.",\\$axxxiv; 306  p.,\\$aP. Vergili Maronis Aeneidos Libri VII-VIII by Virgil (1977),,\\$aphotocopy,,\\$aYour library,00484     2200181 i 4500
1792,73877077,MePoLT,20250518141540.0,\\$a0521211131,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B8 G4 1976,\4$a873/.01,1\$aVirgil.,"10$aVirgil: Aeneid, Book VIII.","\1$aCambridge$b Cambridge University Press, 1976.",\\$ax; 201  p.,"\\$aVirgil: Aeneid, Book VIII by Virgil (1976)",,,,\\$aYour library,00462     2200181 i 4500
1793,73877252,MePoLT,20250518141542.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6804 .A2 P52 1898,\4$aD0501410081,1\$aVirgil.,10$aP. Vergili Maronis Bucolica et Georgica.,"\1$aLondon$b Macmillan, 1898.",\\$axl; 396  p.,\\$aP. Vergili Maronis Bucolica et Georgica by Virgil (1898),,,,\\$aYour library,00449     2200169 i 4500
1794,73877424,MePoLT,20250518141542.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6804 .A3 K38 1882,,"1\$aKolster, Wilhelm Heinrich.",10$aVergils Eklogen in ihrer strophischen Gliederung nachgewiesen mit Kommentar.,"\1$aLeipzig$b Teubner, 1882",\\$a226  p.,\\$aVergils Eklogen in ihrer strophischen Gliederung nachgewiesen mit Kommentar by Wilhelm Heinrich Kolster (1882),,,,\\$aYour library,00524     2200157 i 4500
1795,73877590,MePoLT,20250518141542.0,\\$a0906515343,\\$aMePoLT$cMePoLT$erda,\4$aPA 6804 .A71 1979,\4$a873.1,1\$aVirgil.,10$aVirgil: Georgics I and IV.,"\1$aBristol$b Bristol Classical Press, 1979.",\\$aVI; 262  p.,\\$aVirgil: Georgics I and IV by Virgil (1979),,,,\\$aYour library,00454     2200181 i 4500
1796,73877719,MePoLT,20250518141542.0,\\$a0521278163,\\$aMePoLT$cMePoLT$erda,\4$aPA 6803 .B11 G4 1991,\4$a883.01,1\$aVirgil.,"10$aVirgil: Aeneid, Book XI.","\1$aCambridge$b Cambridge University Press, 1991.",\\$aVII; 152  p.,"\\$aVirgil: Aeneid, Book XI by Virgil (1991)",,,,\\$aYour library,00460     2200181 i 4500
1797,73877856,MePoLT,20250518141542.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6823 .S2 1867,,"1\$aHagen, Hermann.",10$aScholia Bernensia ad Vergili Bucolica atque Georgica.,"\1$aLeipzig$b Teubner, 1867.",\\$a344  p.,\\$aScholia Bernensia ad Vergili Bucolica atque Georgica by Hermann Hagen (1867),,,,\\$aYour library,00453     2200157 i 4500
1798,73878011,MePoLT,20250518141542.0,\\$a0531041433,\\$aMePoLT$cMePoLT$erda,\4$aPA 6804 .R6 1980,\4$a745.592,"1\$aRoss, Dave.",10$aMaking Space Puppets (Easy-read Activity Book).,"\1$aNew York/London/Toronto/Sydney$b Franklin Watts Ltd, 1980.",\\$a32  p.,\\$aMaking Space Puppets (Easy-read Activity Book) by Dave Ross (1980),,,,\\$aYour library,00517     2200181 i 4500
1799,73878199,MePoLT,20250518141542.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6823 .Z7 1966,,"1\$aHardie, Colin.",10$aVitae Vergilianae Antiquae.,"\1$aOxford$b Clarendon Press, 1966.",,\\$aVitae Vergilianae Antiquae by Colin Hardie (1966),,,,\\$aYour library,00382     2200145 i 4500
1800,74034746,MePoLT,20250518141542.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6825 .A3 1987,\4$a873/.01,"1\$aRowland, Robert J.",10$aThe Augustan Age: Vergil's Rome and the American Experience.,"\1$aCollege Park, MD$b Vergilian Society of America, 1987.",\\$a97  p.,\\$aThe Augustan age : Vergil's Rome and the American experience by Robert J. Rowland (1987),,,,\\$aYour library,00528     2200169 i 4500
1801,74034809,MePoLT,20250518141542.0,\\$a0472104608,\\$aMePoLT$cMePoLT$erda,\4$aPA 6825 .P44 1996,\4$a873/.01,"1\$aPetrini, Mark.",10$aThe Child and the Hero: Coming of Age in Catullus and Vergil.,"\1$aAnn Arbor$b University of Michigan Press, 1997.",\\$a136  p.,\\$aThe Child and the Hero: Coming of Age in Catullus and Vergil by Mark Petrini (1997),,,,\\$aYour library,00542     2200181 i 4500
1802,74034960,MePoLT,20250518141542.0,\\$a0139421939,\\$aMePoLT$cMePoLT$erda,\4$aPA 6825 .A3 1966,\4$a871.01,"1\$aCommager, Steele.",10$aVirgil: A Collection of Critical Essays.,"\1$aEnglewood Cliffs, NJ$b Prentice Hall, 1967.",\\$a192  p.,\\$aVirgil: A Collection of Critical Essays by Steele Commager (1967),,,,\\$aYour library,00500     2200181 i 4500
1803,74035316,MePoLT,20250518141542.0,\\$a0821203673,\\$aMePoLT$cMePoLT$erda,\4$aPA 6825 .M33 1970,\4$a871.01,"1\$aMcKay, Alexander Gordon.",10$aVergil's Italy.,"\1$aGreenwich, CT$b New York Graphic Society Ltd., 1970.",\\$a356  p.,\\$aVergil's Italy by Alexander Gordon McKay (1970),,,,\\$aYour library,00474     2200181 i 4500
1804,74035756,MePoLT,20250518141542.0,\\$a9004095594,\\$aMePoLT$cMePoLT$erda,\4$aPA 6825 .H666 1995,\4$a871/.01,"1\$aHorsfall, Nicholas.",10$aA Companion to the Study of Virgil.,"\1$aLeiden/New York/Cologne$b Brill, 1995.",\\$axiv; 326  p.,\\$aA Companion to the Study of Virgil by Nicholas Horsfall (1995),,,,\\$aYour library,00497     2200181 i 4500
1805,74035904,MePoLT,20250518141542.0,\\$a9004065806,\\$aMePoLT$cMePoLT$erda,\4$aPA 6837 .M658 1982,\4$a873/.01,"1\$aMoskalew, Walter.",10$aFormular Language and Poetic Design in the Aeneid.,"\1$aLeiden$b Brill, 1982.",\\$axi; 273  p.,\\$aFormular Language and Poetic Design in the Aeneid by Walter Moskalew (1982),,,,\\$aYour library,00505     2200181 i 4500
1806,74036200,MePoLT,20250518141542.0,\\$a0472108972,\\$aMePoLT$cMePoLT$erda,\4$aPA 6825 .T517 1999,\4$a871/.01,"1\$aThomas, Richard F.",10$aReading Virgil and his Texts: Studies in Intertextuality.,"\1$aAnn Arbor$b University of Michigan Press, c1999.",\\$a351  p.,\\$aReading Virgil and his Texts: Studies in Intertextuality by Richard F. Thomas (1999),,,,\\$aYour library,00545     2200181 i 4500
1807,74036234,MePoLT,20250518141542.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6853 .D8 1962,,"1\$aDuckworth, George Eckel.",10$aStructural Patterns and Proportions in Vergil's Aeneid: A Study in Mathematical Composition.,"\1$aAnn Arbor$b University of Michigan Press, 1962.",\\$ax; 268  p.,"\\$aStructural patterns and proportions in Vergil's Aeneid, a study in mathematical composition by George Eckel Duckworth (1962)",,\\$aoversize,,\\$aYour library,00600     2200169 i 4500
1808,74036481,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6885 .G24 1938,,"1\$aGillespie, William Ernest.","10$aVergil, Aratus and Others: The Weather-Sign an a Literary Subject.","\1$aPrinceton$b Princeton University Press, 1938.",\\$aix; 72  p.,"\\$aVergil, Aratus and Others: The Weather-Sign an a Literary Subject by William Ernest Gillespie (1938)",,,,\\$aYour library,00526     2200157 i 4500
1809,74036638,MePoLT,20250518141543.0,\\$a0877450013,\\$aMePoLT$cMePoLT$erda,\4$aPA 6932 .H6,\4$a871/.01,"1\$aHornsby, Roger A.",10$aPatterns of Action in the Aeneid: An Interpretation of Vergil's Epic Similes.,"\1$aIowa City$b University of Iowa Press, 1970.",\\$aix; 156  p.,\\$aPatterns of action in the Aeneid; an interpretation of Vergil's epic similes by Roger A. Hornsby (1970),,,,\\$aYour library,00575     2200181 i 4500
1810,74036713,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6932 .P74 E5 1962,\4$aD0500742610,"1\$aP&ouml;schl, Viktor.",10$aThe Art of Vergil: Image and Symbol in the Aeneid.,"\1$aAnn Arbor$b University of Michigan Press, 1962.",\\$a216  p.,\\$aThe art of Vergil : image and symbol in the Aeneid by Viktor P&ouml;schl (1962),,,,\\$aYour library,00505     2200169 i 4500
1811,74036809,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6945 .J5 1950,\4$a873.01,"1\$aKnight, William F.",10$aAccentual symmetry in Vergil.,"\1$aOxford$b Blackwell, 1950.",\\$a107  p.,\\$aAccentual symmetry in Vergil by William F. Knight (1950),,,,\\$aYour library,00436     2200169 i 4500
1812,74037198,MePoLT,20250518141543.0,\\$a0198149166,\\$aMePoLT$cMePoLT$erda,\4$aPA 6804 .A3 C27 1994,\4$a872/.01,"1\$aClausen, W. V.","10$aA commentary on Virgil, Eclogues.","\1$aOxford $b Clarendon Press, 1994.",\\$axxx; 328  p.,"\\$aA commentary on Virgil, Eclogues by W. V. Clausen (1994)",,\\$amissing,,\\$aYour library,00504     2200193 i 4500
1813,74037348,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6915 .A2 1965,\4$a581.937,"1\$aAbbe, Elfriede Martha.",10$aThe Plants of Virgil's Georgics.,"\1$aIthaca, NY$b Cornell University Press, 1965.",\\$axvii; 217  p.,\\$aThe plants of Virgil's Georgics by Elfriede Martha Abbe (1965),,,,\\$aYour library,00475     2200169 i 4500
1814,74038009,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6949 .W4 1930,\4$a971,"1\$aWetmore, Monroe Nichols.",10$aIndex Verborum Vergilianus.,"\1$aNew Haven$b Yale University Press, 1911.",\\$ax; 554  p.,\\$aIndex Verborum Vergilianus by Monroe Nichols Wetmore (1911),,,,\\$aYour library,00458     2200169 i 4500
1815,74038058,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6950 .A2 M61 1930,,"1\$aMountford, James Frederick.",10$aIndex rerum et nominum in scholiis Servii et Aelii Donati tractatrum.,"\1$aIthaca, NY$b Cornell University Press, 1930.",\\$a206  p.,\\$aIndex rerum et nominum in scholiis Servii et Aelii Donati tractatrum by James Frederick Mountford (1930),,,,\\$aYour library,00533     2200157 i 4500
1816,74038209,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6955 .A2 1966,\4$a871.01,1\$aVirgil.,10$aAppendix Vergiliana.,"\1$aOxford$b Clarendon Press, 1966.",\\$avii; 185  p.,\\$aAppendix Vergiliana by Virgil (1966),,,,\\$aYour library,00407     2200169 i 4500
1817,74038270,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6961 .C73 1895,\4$a873.01,"1\$aComparetti, Domenico.",10$aVergil in the Middle Ages.,"\1$aLondon$b Swan Sonnenschein, 1895.",\\$a376  p.,\\$aVergil in the Middle Ages by Domenico Comparetti (1895),,,,\\$aYour library,00444     2200169 i 4500
1818,74038419,MePoLT,20250518141543.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6961 .T93 1890,,"1\$aTunison, Joseph Salathiel.",10$aMaster Virgil: The Author of the &AElig;neid as he Seemed in the Middle Ages: A Series of Studies.,"\1$aCincinnati$b Robert Clarke, 1890.",\\$a250  p.,\\$aMaster Virgil : the author of the &AElig;neid as he seemed in the middle ages : a series of studies by Joseph Salathiel Tunison (1890),,,,\\$aYour library,00567     2200157 i 4500
1819,74038561,MePoLT,20250518141543.0,\\$a359877723X,\\$aMePoLT$cMePoLT$erda,\4$aPA 6967 .V5 B35 2002,\4$a880.9,"1\$aBaltes, Matthias.",10$aMarius Victorinus: Zur Philosophie in seinen theologischen Schriften.,"\1$aMunich/Leipzig$b K.G. Saur, 2002.",\\$a151  p.,\\$aMarius Victorinus: Zur Philosophie in seinen theologischen Schriften by Matthias Baltes (2002),,,,\\$aYour library,00551     2200181 i 4500
